82,-87
82,-88
82,-89
82,-90
82,-91
82,-92
82,-93
82,-94
82,-95
82,-96
82,-97
82,-98
82,-99
82,-100
82,-101
82,-102
82,-103
82,-104
82,-105
82,-106
82,-107
82,-108
82,-109
82,-110
82,-111
82,-112
82,-113
82,-114
82,-115
82,-116
82,-117
82,-118
82,-119
82,-120
82,-121
82,-122
82,-123
82,-124
82,-125
82,-126
82,-127
82,-128
82,-129
82,-130
82,-131
82,-132
82,-133
82,-134
82,-135
82,-136
82,-137
82,-138
82,-139
82,-140
82,-141
82,-142
82,-143
82,-144
82,-145
82,-146
82,-147
82,-148
82,-149
82,-150
83,158
83,157
83,156
83,155
83,154
83,153
83,152
83,151
83,150
83,149
83,148
83,147
83,146
83,145
83,144
83,143
83,142
83,141
83,140
83,139
83,138
83,137
83,136
83,135
83,134
83,133
83,132
83,131
83,130
83,129
83,128
83,127
83,126
83,125
83,124
83,123
83,122
83,121
83,120
83,119
83,118
83,117
83,116
83,115
83,114
83,113
83,112
83,111
83,110
83,109
83,108
83,107
83,106
83,105
83,104
83,103
83,102
83,101
83,100
83,99
83,98
83,97
83,96
83,95
83,94
83,93
83,92
83,91
83,90
83,89
83,88
83,87
83,86
83,85
83,84
83,83
83,82
83,81
83,80
83,79
83,78
83,77
83,76
83,75
83,74
83,73
83,72
83,71
83,70
83,69
83,68
83,67
83,66
83,65
83,64
83,63
83,62
83,61
83,60
83,59
83,58
83,57
83,56
83,55
83,54
83,53
83,52
83,51
83,50
83,49
83,48
83,47
83,46
83,45
83,44
83,43
83,42
83,41
83,40
83,39
83,38
83,37
83,36
83,35
83,34
83,33
83,32
83,31
83,30
83,29
83,28
83,27
83,26
83,25
83,24
83,23
83,22
83,21
83,20
83,19
83,18
83,17
83,16
83,15
83,14
83,13
83,12
83,11
83,10
83,9
83,8
83,7
83,6
83,5
83,4
83,3
83,2
83,1
83,0
83,-1
83,-2
83,-3
83,-4
83,-5
83,-6
83,-7
83,-8
83,-9
83,-10
83,-11
83,-12
83,-13
83,-14
83,-15
83,-16
83,-17
83,-18
83,-19
83,-20
83,-21
83,-22
83,-23
83,-24
83,-25
83,-26
83,-27
83,-28
83,-29
83,-30
83,-31
83,-32
83,-33
83,-34
83,-35
83,-36
83,-37
83,-38
83,-39
83,-40
83,-41
83,-42
83,-43
83,-44
83,-45
83,-46
83,-47
83,-48
83,-49
83,-50
83,-51
83,-52
83,-53
83,-54
83,-55
83,-56
83,-57
83,-58
83,-59
83,-60
83,-61
83,-62
83,-63
83,-64
83,-65
83,-66
83,-67
83,-68
83,-69
83,-70
83,-71
83,-72
83,-73
83,-74
83,-75
83,-76
83,-77
83,-78
83,-79
83,-80
83,-81
83,-82
83,-83
83,-84
83,-85
83,-86
83,-87
83,-88
83,-89
83,-90
83,-91
83,-92
83,-93
83,-94
83,-95
83,-96
83,-97
83,-98
83,-99
83,-100
83,-101
83,-102
83,-103
83,-104
83,-105
83,-106
83,-107
83,-108
83,-109
83,-110
83,-111
83,-112
83,-113
83,-114
83,-115
83,-116
83,-117
83,-118
83,-119
83,-120
83,-121
83,-122
83,-123
83,-124
83,-125
83,-126
83,-127
83,-128
83,-129
83,-130
83,-131
83,-132
83,-133
83,-134
83,-135
83,-136
83,-137
83,-138
83,-139
83,-140
83,-141
83,-142
83,-143
83,-144
83,-145
83,-146
83,-147
83,-148
83,-149
83,-150
84,158
84,157
84,156
84,155
84,154
84,153
84,152
84,151
84,150
84,149
84,148
84,147
84,146
84,145
84,144
84,143
84,142
84,141
84,140
84,139
84,138
84,137
84,136
84,135
84,134
84,133
84,132
84,131
84,130
84,129
84,128
84,127
84,126
84,125
84,124
84,123
84,122
84,121
84,120
84,119
84,118
84,117
84,116
84,115
84,114
84,113
84,112
84,111
84,110
84,109
84,108
84,107
84,106
84,105
84,104
84,103
84,102
84,101
84,100
84,99
84,98
84,97
84,96
84,95
84,94
84,93
84,92
84,91
84,90
84,89
84,88
84,87
84,86
84,85
84,84
84,83
84,82
84,81
84,80
84,79
84,78
84,77
84,76
84,75
84,74
84,73
84,72
84,71
84,70
84,69
84,68
84,67
84,66
84,65
84,64
84,63
84,62
84,61
84,60
84,59
84,58
84,57
84,56
84,55
84,54
84,53
84,52
84,51
84,50
84,49
84,48
84,47
84,46
84,45
84,44
84,43
84,42
84,41
84,40
84,39
84,38
84,37
84,36
84,35
84,34
84,33
84,32
84,31
84,30
84,29
84,28
84,27
84,26
84,25
84,24
84,23
84,22
84,21
84,20
84,19
84,18
84,17
84,16
84,15
84,14
84,13
84,12
84,11
84,10
84,9
84,8
84,7
84,6
84,5
84,4
84,3
84,2
84,1
84,0
84,-1
84,-2
84,-3
84,-4
84,-5
84,-6
84,-7
84,-8
84,-9
84,-10
84,-11
84,-12
84,-13
84,-14
84,-15
84,-16
84,-17
84,-18
84,-19
84,-20
84,-21
84,-22
84,-23
84,-24
84,-25
84,-26
84,-27
84,-28
84,-29
84,-30
84,-31
84,-32
84,-33
84,-34
84,-35
84,-36
84,-37
84,-38
84,-39
84,-40
84,-41
84,-42
84,-43
84,-44
84,-45
84,-46
84,-47
84,-48
84,-49
84,-50
84,-51
84,-52
84,-53
84,-54
84,-55
84,-56
84,-57
84,-58
84,-59
84,-60
84,-61
84,-62
84,-63
84,-64
84,-65
84,-66
84,-67
84,-68
84,-69
84,-70
84,-71
84,-72
84,-73
84,-74
84,-75
84,-76
84,-77
84,-78
84,-79
84,-80
84,-81
84,-82
84,-83
84,-84
84,-85
84,-86
84,-87
84,-88
84,-89
84,-90
84,-91
84,-92
84,-93
84,-94
84,-95
84,-96
84,-97
84,-98
84,-99
84,-100
84,-101
84,-102
84,-103
84,-104
84,-105
84,-106
84,-107
84,-108
84,-109
84,-110
84,-111
84,-112
84,-113
84,-114
84,-115
84,-116
84,-117
84,-118
84,-119
84,-120
84,-121
84,-122
84,-123
84,-124
84,-125
84,-126
84,-127
84,-128
84,-129
84,-130
84,-131
84,-132
84,-133
84,-134
84,-135
84,-136
84,-137
84,-138
84,-139
84,-140
84,-141
84,-142
84,-143
84,-144
84,-145
84,-146
84,-147
84,-148
84,-149
84,-150
85,158
85,157
85,156
85,155
85,154
85,153
85,152
85,151
85,150
85,149
