100,113
100,112
100,111
100,110
100,109
100,108
100,107
100,106
100,105
100,104
100,103
100,102
100,101
100,100
100,99
100,98
100,97
100,96
100,95
100,94
100,93
100,92
100,91
100,90
100,89
100,88
100,87
100,86
100,85
100,84
100,83
100,82
100,81
100,80
100,79
100,78
100,77
100,76
100,75
100,74
100,73
100,72
100,71
100,70
100,69
100,68
100,67
100,66
100,65
100,64
100,63
100,62
100,61
100,60
100,59
100,58
100,57
100,56
100,55
100,54
100,53
100,52
100,51
100,50
100,49
100,48
100,47
100,46
100,45
100,44
100,43
100,42
100,41
100,40
100,39
100,38
100,37
100,36
100,35
100,34
100,33
100,32
100,31
100,30
100,29
100,28
100,27
100,26
100,25
100,24
100,23
100,22
100,21
100,20
100,19
100,18
100,17
100,16
100,15
100,14
100,13
100,12
100,11
100,10
100,9
100,8
100,7
100,6
100,5
100,4
100,3
100,2
100,1
100,0
100,-1
100,-2
100,-3
100,-4
100,-5
100,-6
100,-7
100,-8
100,-9
100,-10
100,-11
100,-12
100,-13
100,-14
100,-15
100,-16
100,-17
100,-18
100,-19
100,-20
100,-21
100,-22
100,-23
100,-24
100,-25
100,-26
100,-27
100,-28
100,-29
100,-30
100,-31
100,-32
100,-33
100,-34
100,-35
100,-36
100,-37
100,-38
100,-39
100,-40
100,-41
100,-42
100,-43
100,-44
100,-45
100,-46
100,-47
100,-48
100,-49
100,-50
100,-51
100,-52
100,-53
100,-54
100,-55
100,-56
100,-57
100,-58
100,-59
100,-60
100,-61
100,-62
100,-63
100,-64
100,-65
100,-66
100,-67
100,-68
100,-69
100,-70
100,-71
100,-72
100,-73
100,-74
100,-75
100,-76
100,-77
100,-78
100,-79
100,-80
100,-81
100,-82
100,-83
100,-84
100,-85
100,-86
100,-87
100,-88
100,-89
100,-90
100,-91
100,-92
100,-93
100,-94
100,-95
100,-96
100,-97
100,-98
100,-99
100,-100
100,-101
100,-102
100,-103
100,-104
100,-105
100,-106
100,-107
100,-108
100,-109
100,-110
100,-111
100,-112
100,-113
100,-114
100,-115
100,-116
100,-117
100,-118
100,-119
100,-120
100,-121
100,-122
100,-123
100,-124
100,-125
100,-126
100,-127
100,-128
100,-129
100,-130
100,-131
100,-132
100,-133
100,-134
100,-135
100,-136
100,-137
100,-138
100,-139
100,-140
100,-141
100,-142
100,-143
100,-144
100,-145
100,-146
100,-147
100,-148
100,-149
100,-150
101,158
101,157
101,156
101,155
101,154
101,153
101,152
101,151
101,150
101,149
101,148
101,147
101,146
101,145
101,144
101,143
101,142
101,141
101,140
101,139
101,138
101,137
101,136
101,135
101,134
101,133
101,132
101,131
101,130
101,129
101,128
101,127
101,126
101,125
101,124
101,123
101,122
101,121
101,120
101,119
101,118
101,117
101,116
101,115
101,114
101,113
101,112
101,111
101,110
101,109
101,108
101,107
101,106
101,105
101,104
101,103
101,102
101,101
101,100
101,99
101,98
